baslik,konum,fiyat,ilan_tarihi,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ortalama_yakit_tuketimi,yakit_deposu,boya_degisen,takasa_uygun,kimden,tramer,model_tam
Galeriden Opel Zafira 1.9 CDTI Enjoy 2008 Model Şanlıurfa,"Meydan Mh. Birecik, Şanlıurfa",340.000 TL,14 Ağustos 2025,Opel,Zafira,1.9 CDTI Enjoy,2008,475.000 km,Düz,Dizel,MPV,Gri,1910 cc,100 hp,Önden Çekiş,İkinci El,6 lt,58 lt,"3 değişen, 3 boyalı",Takasa Uygun,Galeriden,,Zafira 1.9 CDTI Enjoy
KUSURSUZ TEK EL KULLANILMIŞ Toyota Corolla 1.6 Elegant 2013 Model Şanlıurfa,"Paşabağı Mh. Haliliye, Şanlıurfa",860.000 TL,14 Ağustos 2025,Toyota,Corolla,1.6 Elegant,2013,269.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,124 hp,Önden Çekiş,İkinci El,7 lt,55 lt,1 değişen,Takasa Uygun,Galeriden,,Corolla 1.6 Elegant
KUSURSUZ MASRAFSIZ Renault Symbol 1.5 dCi Joy 2017 Model Şanlıurfa,"Paşabağı Mh. Haliliye, Şanlıurfa",640.000 TL,14 Ağustos 2025,Renault,Symbol,1.5 dCi Joy,2017,207.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,5.0,Symbol 1.5 dCi Joy
PARÇA BOYALI TERTEMİZ AİLE ARACI,"Merkez Haliliye, Şanlıurfa",398.500 TL,14 Ağustos 2025,Citroen,C-Elysee,1.6 HDi Attraction,2013,440.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,,C-Elysee 1.6 HDi Attraction
Galeriden Volkswagen Jetta 1.6 TDi Comfortline 2012 Model Şanlıurfa,"Ayvanat Mh. Siverek, Şanlıurfa",690.000 TL,14 Ağustos 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2012,201.600 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,10 boyalı,Takasa Uygun Değil,Galeriden,,Jetta 1.6 TDi Comfortline
SEVİLEN AUTO dan VOLKSWAGEN POLO OTOMATİK,"Akşemsettin Mh. Eyyübiye, Şanlıurfa",325.000 TL,14 Ağustos 2025,Volkswagen,Polo,1.6,2000,170.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1598 cc,75 hp,Önden Çekiş,İkinci El,"8,6 lt",45 lt,11 boyalı,Takasa Uygun Değil,Galeriden,,Polo 1.6
SANRUFLU KLİMALI PEUGEOT,"Batıkent Mh. Eyyübiye, Şanlıurfa",295.000 TL,14 Ağustos 2025,Peugeot,307,1.4 HDi XR,2004,330.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,69 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,307 1.4 HDi XR
SEVİLEN AUTO'dan RENAULT MEGANE ENERJİ MOTOR,"Mehmetçik Mh. Karaköprü, Şanlıurfa",225.000 TL,14 Ağustos 2025,Renault,Megane,1.6 RNA,1999,340.000 km,Düz,Benzin,Sedan,Yeşil,1598 cc,90 hp,Önden Çekiş,İkinci El,"7,2 lt",60 lt,"1 değişen, 9 boyalı",Takasa Uygun Değil,Galeriden,,Megane 1.6 RNA
"2016 1,6 LANSMAN RENGİ CAM TAVAN BOYA DEGİŞEN HASAR YOK","Merkez Birecik, Şanlıurfa",1.410.000 TL,14 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,234.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Passat 1.6 TDi BlueMotion Comfortline
en full paket icon,"Paşabağı Mh. Haliliye, Şanlıurfa",585.000 TL,14 Ağustos 2025,Renault,Fluence,1.5 dCi Icon,2014,300.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,,Fluence 1.5 dCi Icon
GÜNEŞ AUTODAN 2006 TOYOTA CORROLA 1.6 WWTİ JAPON HARİKASI,"Sırrın Mh. Haliliye, Şanlıurfa",289.500 TL,14 Ağustos 2025,Toyota,Corolla,1.6 Terra,2006,350.000 km,Düz,Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,12 boyalı,Takasa Uygun,Galeriden,,Corolla 1.6 Terra
Sahibinden Ford Fusion 1.6 Comfort 2006 Model,"Selahaddin Eyyubi Mh. Haliliye, Şanlıurfa",455.000 TL,13 Ağustos 2025,Ford,Fusion,1.6 Comfort,2006,223.050 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1596 cc,100 hp,Önden Çekiş,İkinci El,"7,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,Fusion 1.6 Comfort
Sahibinden Opel Astra 1.6 Enjoy 2010 Model,"Karsıyaka Mh. Haliliye, Şanlıurfa",600.000 TL,13 Ağustos 2025,Opel,Astra,1.6 Enjoy,2010,116.000 km,Düz,Benzin,Hatchback/5,Lacivert,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,7 lt",52 lt,1 boyalı,-,Sahibinden,,Astra 1.6 Enjoy
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Comfortline 2017 Model,"Yenişehir Mh. Haliliye, Şanlıurfa",1.950.000 TL,13 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,39.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,Passat 1.6 TDi BlueMotion Comfortline
Sahibinden Peugeot 301 1.6 HDi Active 2017 Model  232.000 km Gri (metalik),"Doğukent Mh. Karaköprü, Şanlıurfa",549.999 TL,13 Ağustos 2025,Peugeot,301,1.6 HDi Active,2017,232.000 km,Düz,Dizel,Sedan,Gri (metalik),1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,"1 değişen, 4 boyalı",,Sahibinden,,301 1.6 HDi Active
NİLVERA MOTORS'DAN GOLF CAM TAVAN R-LINE DÖNÜŞÜM İÇİ BEJ HAYALET,"Merkez Karaköprü, Şanlıurfa",1.360.000 TL,13 Ağustos 2025,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2017,118.500 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,,Golf 1.6 TDi BlueMotion Highline
Sahibinden Hyundai Accent Blue 1.6 CRDI Biz 2012 Model,"Balkat Mh. Harran, Şanlıurfa",585.000 TL,13 Ağustos 2025,Hyundai,Accent Blue,1.6 CRDI Biz,2012,238.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,128 hp,Önden Çekiş,İkinci El,"4,4 lt",43 lt,Belirtilmemiş,,Sahibinden,,Accent Blue 1.6 CRDI Biz
Sahibinden öğretmenden Volkswagen Golf 1.6 TDi BlueMotion Comfortline 2015 Model,"Atakent Mh. Karaköprü, Şanlıurfa",950.000 TL,13 Ağustos 2025,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,219.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"1 değişen, 4 boyalı",,Sahibinden,,Golf 1.6 TDi BlueMotion Comfortline
Sahibinden Fiat Marea 1.6 Liberty 2004 Model,"Ahmet Yesevi Mh. Haliliye, Şanlıurfa",250.000 TL,13 Ağustos 2025,Fiat,Marea,1.6 Liberty,2004,283.000 km,Düz,LPG & Benzin,Sedan,Gri,1596 cc,103 hp,Önden Çekiş,İkinci El,"8,1 lt",63 lt,"1 değişen, 9 boyalı",,Sahibinden,,Marea 1.6 Liberty
Sahibinden Nissan Almera 1.5 Tekna 2006 Model,"Beykapusu Mh. Eyyübiye, Şanlıurfa",300.000 TL,13 Ağustos 2025,Nissan,Almera,1.5 Tekna,2006,270.000 km,Düz,Benzin,Hatchback/5,Gri,1498 cc,98 hp,Önden Çekiş,İkinci El,"6,6 lt",60 lt,7 boyalı,,Sahibinden,,Almera 1.5 Tekna
Sahibinden Renault Symbol 1.5 dCi Joy 2016 Model,"Bağlarbaşı Mh. Haliliye, Şanlıurfa",585.000 TL,13 Ağustos 2025,Renault,Symbol,1.5 dCi Joy,2016,205.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,,Sahibinden,,Symbol 1.5 dCi Joy
Sahibinden Renault Clio 1.5 dCi Authentique 2007 Model,"Hayriye Mh. Siverek, Şanlıurfa",250.000 TL,13 Ağustos 2025,Renault,Clio,1.5 dCi Authentique,2007,258.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,65 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,,Sahibinden,,Clio 1.5 dCi Authentique
ÇETİN OTOMOTİV DEN HATASIZ BOYASIZ,"Batıkent Mh. Eyyübiye, Şanlıurfa",980.000 TL,13 Ağustos 2025,Seat,Leon,1.6 TDI Style,2016,181.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Leon 1.6 TDI Style
Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Midline Plus 2013 Model,"Fevzi Çakmak Mh. Akçakale, Şanlıurfa",765.000 TL,13 Ağustos 2025,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2013,216.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,"2 değişen, 2 boyalı",,Sahibinden,,Golf 1.6 TDi BlueMotion Midline Plus
Sahibinden Renault Clio 1.5 dCi Alize 2006 Model,"Hacıbayram Mh. Eyyübiye, Şanlıurfa",275.000 TL,13 Ağustos 2025,Renault,Clio,1.5 dCi Alize,2006,308.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden,2200.0,Clio 1.5 dCi Alize
ÇİFTÇİLER AUTO 'DAN 2022 MODEL TOYOTA COROLLA DREAM OTOMOTİK,"Batıkent Mh. Eyyübiye, Şanlıurfa",1.414.999 TL,13 Ağustos 2025,Toyota,Corolla,1.5 Dream,2022,57.500 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,İkinci El,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Corolla 1.5 Dream
2006 model,"Batıkent Mh. Eyyübiye, Şanlıurfa",385.000 TL,13 Ağustos 2025,Toyota,Corolla,1.6 Sol,2006,242.130 km,Düz,Benzin,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 8 boyalı",Takasa Uygun,Galeriden,20.0,Corolla 1.6 Sol
Sahibinden Renault Megane 1.5 dCi Touch Plus 2017 Model,"Akbilek Mh. Akçakale, Şanlıurfa",1.035.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Touch Plus,2017,224.000 km,Otomatik,Dizel,Sedan,Beyaz,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,5.0,Megane 1.5 dCi Touch Plus
SEVİLEN AUTO dan VOLKSWAGEN GOLF DİZEL OTOMATİK KARTA TEK ÇEKİM,"Akşemsettin Mh. Eyyübiye, Şanlıurfa",765.000 TL,13 Ağustos 2025,Volkswagen,Golf,1.6 TDi Comfortline,2014,255.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,,Golf 1.6 TDi Comfortline
SEAT LEON 2017 DÜŞÜK KM,"Mehmetçik Mh. Karaköprü, Şanlıurfa",990.000 TL,13 Ağustos 2025,Seat,Leon,1.6 TDI Style,2017,115.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,,Leon 1.6 TDI Style
2018 model touch hatasız boyasız,"Merkez Birecik, Şanlıurfa",799.000 TL,13 Ağustos 2025,Renault,Symbol,1.5 dCi Touch,2018,122.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Symbol 1.5 dCi Touch
NİLVERA MOTORS'DAN1.5 DCİ 110'LUK TEMİZ MEGANE,"Atakent Mh. Karaköprü, Şanlıurfa",615.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Expression,2012,178.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Megane 1.5 dCi Expression
tek parça harici hatasız,"Batıkent Mh. Eyyübiye, Şanlıurfa",410.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Expression,2008,331.000 km,Düz,Dizel,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden,,Megane 1.5 dCi Expression
Galeriden Citroen C-Elysee 1.6 HDi Confort 2015 Model Şanlıurfa,"Devteyşti Mh. Haliliye, Şanlıurfa",395.000 TL,13 Ağustos 2025,Citroen,C-Elysee,1.6 HDi Confort,2015,256.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,3 değişen,Takasa Uygun Değil,Galeriden,,C-Elysee 1.6 HDi Confort
ÇİFTÇİLER AUTO DAN 2014 MODEL OTOMATİK VİTES Micra 1.2 Street,"Batıkent Mh. Eyyübiye, Şanlıurfa",524.999 TL,13 Ağustos 2025,Nissan,Micra,1.2 Street,2014,137.000 km,Otomatik,Benzin,Hatchback/5,Yeşil,1198 cc,80 hp,Önden Çekiş,İkinci El,"5,4 lt",41 lt,Tamamı boyalı,Takasa Uygun Değil,Galeriden,,Micra 1.2 Street
TUT MOTORS | 2013 MODEL MERCEDES BENZ CLA 200 AMG CAM TAVAN,"Batıkent Mh. Eyyübiye, Şanlıurfa",1.085.000 TL,13 Ağustos 2025,Mercedes-Benz,CLA,200 AMG,2013,255.000 km,Otomatik,Benzin,Coupe,Füme,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,,CLA 200 AMG
2001 ŞAHİN ARADIĞIMIZ ARACI BULDUK İLK GELEN ALIR,"Narlıkuyu Mh. Karaköprü, Şanlıurfa",147.000 TL,13 Ağustos 2025,Tofas,Şahin,1.6 ie,2001,184.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,10 boyalı,Takasa Uygun Değil,Sahibinden,,Şahin 1.6 ie
Sahibinden Opel Vectra 1.6 Elegance 2004 Model,"Süleymaniye Mh. Haliliye, Şanlıurfa",340.000 TL,13 Ağustos 2025,Opel,Vectra,1.6 Elegance,2004,307.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,100 hp,Önden Çekiş,İkinci El,"7,5 lt",61 lt,"1 değişen, 10 boyalı",,Sahibinden,,Vectra 1.6 Elegance
Sahibinden Opel Corsa 1.2 Twinport Enjoy 2008 Model,"Akpınar Mh. Karaköprü, Şanlıurfa",320.000 TL,13 Ağustos 2025,Opel,Corsa,1.2 Twinport Enjoy,2008,190.000 km,Düz,Benzin,Hatchback/5,Siyah,1229 cc,80 hp,Önden Çekiş,İkinci El,"6,1 lt",45 lt,"1 değişen, 3 boyalı",,Sahibinden,,Corsa 1.2 Twinport Enjoy
Sahibinden Skoda Octavia 1.6 TDI Elegance CR 2012 Model,"Baki Mh. Siverek, Şanlıurfa",600.000 TL,13 Ağustos 2025,Skoda,Octavia,1.6 TDI Elegance CR,2012,325.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,,Octavia 1.6 TDI Elegance CR
YILDIKLAR OTOMOTİV den Honda civic,"Merkez Akçakale, Şanlıurfa",880.000 TL,13 Ağustos 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,370.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,,Civic 1.6 i-VTEC ECO Elegance
Galeriden Ford Fiesta 1.6 Titanium 2013 Model Şanlıurfa,"Merkez Eyyübiye, Şanlıurfa",600.000 TL,13 Ağustos 2025,Ford,Fiesta,1.6 Titanium,2013,179.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,İkinci El,"5,9 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,Fiesta 1.6 Titanium
Sahibinden Renault Clio 1.5 dCi Expression 2003 Model,"Türkmeydanı Mh. Eyyübiye, Şanlıurfa",285.000 TL,13 Ağustos 2025,Renault,Clio,1.5 dCi Expression,2003,290.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,1 değişen,,Sahibinden,,Clio 1.5 dCi Expression
Sahibinden Toyota Yaris 1.33 Fun 2012 Model,"Akabe Mh. Eyyübiye, Şanlıurfa",460.000 TL,13 Ağustos 2025,Toyota,Yaris,1.33 Fun,2012,131.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1329 cc,99 hp,Önden Çekiş,İkinci El,"5,2 lt",42 lt,"1 değişen, 11 boyalı",,Sahibinden,,Yaris 1.33 Fun
Memurdan temiz araba,"Barış Mh. Suruç, Şanlıurfa",445.000 TL,13 Ağustos 2025,Ford,Fiesta,1.4 TDCi Titanium,2012,288.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,,Fiesta 1.4 TDCi Titanium
Sahibinden Hyundai Getz 1.4 DOHC HY KLM 2006 Model Şanlıurfa,"Merkez Ceylanpınar, Şanlıurfa",310.000 TL,13 Ağustos 2025,Hyundai,Getz,1.4 DOHC HY KLM,2006,362.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1399 cc,97 hp,Önden Çekiş,İkinci El,6 lt,45 lt,"1 değişen, 12 boyalı",,Sahibinden,,Getz 1.4 DOHC HY KLM
Galeriden Renault Megane 1.0 TCe Joy 2021 Model Şanlıurfa,"Yenişehir Mh. Viranşehir, Şanlıurfa",1.150.000 TL,13 Ağustos 2025,Renault,Megane,1.0 TCe Joy,2021,38.500 km,Düz,Benzin,Sedan,Mavi,999 cc,115 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,,Megane 1.0 TCe Joy
2011 FİESTA TİTANİUM 185BİNDE TAM OTOMATİK 3 BOYA,"Batıkent Mh. Eyyübiye, Şanlıurfa",489.000 TL,13 Ağustos 2025,Ford,Fiesta,1.4 Titanium,2011,185.000 km,Otomatik,Benzin,Hatchback/5,Bordo,1388 cc,96 hp,Önden Çekiş,İkinci El,"6,5 lt",42 lt,3 boyalı,Takasa Uygun Değil,Galeriden,,Fiesta 1.4 Titanium
Sahibinden Toyota Corolla 1.4 D-4D Elegant 2012 Model,"Barış Mh. Suruç, Şanlıurfa",820.000 TL,13 Ağustos 2025,Toyota,Corolla,1.4 D-4D Elegant,2012,187.000 km,Düz,Dizel,Sedan,Beyaz,1364 cc,,Önden Çekiş,İkinci El,"4,8 lt",55 lt,2 boyalı,,Sahibinden,,Corolla 1.4 D-4D Elegant
Memurdan temiz araç,"Karşıyaka Mh. Karaköprü, Şanlıurfa",500.000 TL,13 Ağustos 2025,Ford,Fiesta,1.4 Collection,2009,188.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1388 cc,80 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,1 boyalı,-,Sahibinden,,Fiesta 1.4 Collection
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2009 Model Fiyat düştü,"Atakent Mh. Karaköprü, Şanlıurfa",740.000 TL,13 Ağustos 2025,Honda,Civic,1.6 i-VTEC Elegance,2009,189.000 km,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1595 cc,125 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,,Civic 1.6 i-VTEC Elegance
"Memurdan çok temiz
Opel Astra 1.4 GL 2000 Model","Eyyüp Nebi Mh. Eyyübiye, Şanlıurfa",490.000 TL,13 Ağustos 2025,Opel,Astra,1.4 GL,2000,205.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1388 cc,90 hp,Önden Çekiş,İkinci El,"6,4 lt",52 lt,4 boyalı,Takasa Uygun,Sahibinden,,Astra 1.4 GL
Hatasız 2008’li Beyaz Kelebek,"Dicle Mh. Siverek, Şanlıurfa",490.000 TL,13 Ağustos 2025,Opel,Astra,1.6 Classic Twinport,2008,253.000 km,Düz,LPG & Benzin,Sedan,Beyaz,,,,İkinci El,,,1 değişen,,Sahibinden,,Astra 1.6 Classic Twinport
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Impression 2017 Model,"Esentepe Mh. Karaköprü, Şanlıurfa",1.450.000 TL,13 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017,124.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,Passat 1.6 TDi BlueMotion Impression
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Comfortline 2018 Model,"Yenişehir Mh. Viranşehir, Şanlıurfa",1.650.000 TL,13 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,97.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,,Sahibinden,,Passat 1.6 TDi BlueMotion Comfortline
Sahibinden Volkswagen Golf 1.6 Trendline 2011 Model  277.000 km Beyaz,"Merkez Mh. Karaköprü, Şanlıurfa",580.000 TL,13 Ağustos 2025,Volkswagen,Golf,1.6 Trendline,2011,277.000 km,Düz,Benzin,Hatchback/5,Beyaz,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,1 lt",55 lt,"2 değişen, 1 boyalı",,Sahibinden,,Golf 1.6 Trendline
#24 Saat Geçerli Fiyat# Öğretmenden Temiz Ford Fiesta,"Maşuk Mh. Karaköprü, Şanlıurfa",645.000 TL,13 Ağustos 2025,Ford,Fiesta,1.4 Titanium,2013,147.000 km,Düz,Benzin,Hatchback/5,Beyaz,1388 cc,96 hp,Önden Çekiş,İkinci El,"5,7 lt",42 lt,"2 değişen, 3 boyalı",,Sahibinden,,Fiesta 1.4 Titanium
KÖSEOĞLU // 2020 PEUGEOT 508-ALLURE-CAM TAVAN-SEDEF BEYAZ-EAT 8,"Batıkent Mh. Eyyübiye, Şanlıurfa",1.269.000 TL,13 Ağustos 2025,Peugeot,508,1.5 BlueHDI Allure,2020,144.000 km,Otomatik,Dizel,Sedan,Beyaz,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,5 boyalı,Takasa Uygun,Galeriden,,508 1.5 BlueHDI Allure
Galeriden Skoda SuperB 1.5 TSI L&K Crystal 2024 Model Şanlıurfa,"İpekyol Mh. Haliliye, Şanlıurfa",3.250.000 TL,13 Ağustos 2025,Skoda,SuperB,1.5 TSI L&K Crystal,2024,12.500 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,SuperB 1.5 TSI L&K Crystal
MASRAFSIZ KLİMALI SORUNSUZ SYMBOL,"Meydan Mh. Birecik, Şanlıurfa",369.000 TL,13 Ağustos 2025,Renault,Symbol,1.5 dCi Expression,2012,265.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,6 boyalı,Takasa Uygun Değil,Galeriden,,Symbol 1.5 dCi Expression
Temiz ve bakımlı,"Ayvanat Mh. Siverek, Şanlıurfa",320.000 TL,13 Ağustos 2025,Renault,Symbol,1.4 Authentique,2009,430.000 km,Düz,Benzin,Sedan,Siyah,1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Symbol 1.4 Authentique
Galeriden Renault Symbol 1.5 dCi Authentique 2012 Model Şanlıurfa,"Maşuk Mh. Karaköprü, Şanlıurfa",395.000 TL,13 Ağustos 2025,Renault,Symbol,1.5 dCi Authentique,2012,293.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,,Symbol 1.5 dCi Authentique
TEMİZ AĞIR BAKIMLARI YAPILMIŞ OCTAVİA 2017 ÇIKIŞLI,"Ayvanat Mh. Siverek, Şanlıurfa",750.000 TL,13 Ağustos 2025,Skoda,Octavia,1.6 TDI Style CR,2016,240.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden,33.0,Octavia 1.6 TDI Style CR
SETAP AUTO DAN 2018 MEGANE 1.5 TOUCH PLUS EDC HATASIZ 77 BİN Km,"Veysel Karani Mh. Haliliye, Şanlıurfa",1.230.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Touch Plus,2018,82.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Megane 1.5 dCi Touch Plus
SEVİLEN AUTO dan RENAULT MEGANE OTOMATİK UYGUN FİYAT,"Karakoyunlu Mh. Eyyübiye, Şanlıurfa",855.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Touch Plus,2017,230.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,950.0,Megane 1.5 dCi Touch Plus
